SG_UF,NM_MUNICIPIO,num_eleitores,perc_lula,perc_votos_mulheres_fed,perc_votos_mulheres_est,perc_votos_mulheres_total
TO,NAZARÉ,6758.0,69.97,8.29,0.86,4.57
MG,ARANTINA,4400.0,73.02,4.82,4.32,4.57
PI,FARTURA DO PIAUÍ,7384.0,91.38,6.77,2.36,4.56
CE,SOLONÓPOLE,23150.0,82.24,5.83,3.29,4.56
CE,VÁRZEA ALEGRE,50444.0,80.06,5.76,3.36,4.56
MG,JAPONVAR,12162.0,73.26,1.63,7.47,4.55
AL,CACIMBINHAS,12370.0,67.68,3.09,5.98,4.54
PI,SÃO MIGUEL DO TAPUIO,23342.0,83.54,4.45,4.63,4.54
CE,BELA CRUZ,32758.0,68.44,5.89,3.19,4.54
CE,SÃO BENEDITO,57374.0,70.58,6.44,2.64,4.54
PB,CONCEIÇÃO,23098.0,75.67,5.73,3.33,4.53
CE,FORTIM,25446.0,64.59,3.69,5.36,4.53
PE,CARNAUBEIRA DA PENHA,18136.0,89.71,1.95,7.1,4.53
MG,CIPOTÂNEA,7862.0,64.29,2.39,6.66,4.53
MG,MALACACHETA,20598.0,63.63,1.81,7.21,4.51
MG,CAPELA NOVA,7410.0,62.54,2.65,6.37,4.51
PI,ASSUNÇÃO DO PIAUÍ,10432.0,89.38,1.36,7.65,4.51
PI,TAMBORIL DO PIAUÍ,4262.0,83.15,4.65,4.36,4.5
PR,MATO RICO,5218.0,66.04,7.67,1.34,4.5
TO,IPUEIRAS,2914.0,68.28,4.74,4.26,4.5
PB,INGÁ,23848.0,63.43,3.29,5.69,4.49
PE,SÃO JOSÉ DO EGITO,37094.0,76.31,5.98,2.99,4.49
PI,SÃO JOSÉ DO DIVINO,8394.0,77.22,5.58,3.41,4.49
PB,DUAS ESTRADAS,5830.0,74.38,1.2,7.79,4.49
MG,ABRE CAMPO,18314.0,59.08,4.2,4.76,4.48
MG,ÁGUA BOA,15508.0,57.83,2.37,6.56,4.47
MG,RIACHINHO,8408.0,57.9,5.14,3.81,4.47
TO,SANTA MARIA DO TOCANTINS,4074.0,51.42,5.84,3.09,4.47
MG,FRANCISCO BADARÓ,9198.0,69.64,3.11,5.83,4.47
BA,MANSIDÃO,14164.0,83.31,3.66,5.28,4.47
MA,SÃO FRANCISCO DO MARANHÃO,14300.0,85.73,4.55,4.36,4.45
BA,TEOLÂNDIA,17962.0,73.78,6.37,2.49,4.43
MG,PALMÓPOLIS,8230.0,72.33,3.43,5.44,4.43
BA,SANTANA,32754.0,70.08,5.61,3.22,4.41
BA,ITAMARI,9596.0,66.56,7.57,1.21,4.39
PB,PRINCESA ISABEL,25136.0,81.28,5.55,3.19,4.37
PI,TANQUE DO PIAUÍ,4004.0,84.87,2.2,6.54,4.37
MG,CARVALHOS,6516.0,52.99,3.41,5.31,4.36
BA,SAÚDE,13730.0,73.18,5.94,2.77,4.36
MG,BIAS FORTES,5888.0,76.34,5.1,3.6,4.35
BA,ITAGI,15166.0,65.18,7.32,1.35,4.33
MG,IBERTIOGA,7788.0,71.9,3.72,4.93,4.33
BA,CAATIBA,9362.0,66.34,5.49,3.14,4.32
PI,MASSAPÊ DO PIAUÍ,9638.0,86.84,7.72,0.89,4.31
PE,INAJÁ,22082.0,90.3,5.29,3.31,4.3
SE,FEIRA NOVA,9706.0,72.28,4.47,4.12,4.3
PI,CAJAZEIRAS DO PIAUÍ,5732.0,83.97,4.08,4.5,4.29
MG,AMPARO DO SERRA,7268.0,75.45,2.2,6.38,4.29
RS,SÃO JOSÉ DO NORTE,33486.0,50.93,4.72,3.83,4.28
MG,SALTO DA DIVISA,7176.0,65.16,3.76,4.77,4.26
PB,IBIARA,8446.0,81.97,4.33,4.19,4.26
MG,TEIXEIRAS,16702.0,57.33,3.62,4.87,4.25
BA,SÍTIO DO QUINTO,15334.0,83.42,4.38,4.12,4.25
BA,IBIPITANGA,19112.0,70.01,4.59,3.89,4.24
CE,CEDRO,32328.0,80.87,4.31,4.18,4.24
PB,LASTRO,6954.0,81.59,5.44,3.05,4.24
BA,DOM MACEDO COSTA,7358.0,72.17,5.93,2.53,4.23
MG,CAMPO DO MEIO,15532.0,50.68,2.58,5.88,4.23
MG,VERMELHO NOVO,7598.0,59.16,3.84,4.58,4.21
BA,PRESIDENTE JÂNIO QUADROS,15608.0,80.3,3.15,5.27,4.21
PB,LAGOA SECA,35186.0,60.74,5.18,3.22,4.2
BA,VARZEDO,14438.0,69.34,6.5,1.9,4.2
BA,BOM JESUS DA SERRA,13590.0,85.48,6.9,1.5,4.2
MG,DELTA,10686.0,53.23,4.01,4.34,4.17
BA,ITIRUÇU,14392.0,72.16,4.34,3.97,4.16
MG,CRISTÁLIA,7236.0,69.53,1.38,6.94,4.16
PE,BUÍQUE,56292.0,84.66,6.6,1.67,4.14
MG,SENHORA DOS REMÉDIOS,13508.0,55.56,3.54,4.74,4.14
MG,MARTINS SOARES,12154.0,50.29,3.54,4.74,4.14
PB,AGUIAR,7636.0,78.06,6.89,1.39,4.14
PB,PARARI,3580.0,86.23,4.19,4.08,4.13
PB,SANTA CECÍLIA,11624.0,74.23,1.48,6.78,4.13
CE,VIÇOSA DO CEARÁ,73472.0,73.43,4.44,3.79,4.12
BA,JITAÚNA,19058.0,71.09,6.54,1.68,4.11
MG,GLAUCILÂNDIA,6232.0,74.52,2.05,6.16,4.11
MG,CAMACHO,5100.0,54.57,3.02,5.18,4.1
TO,LIZARDA,4704.0,68.47,3.1,5.1,4.1
MG,LEME DO PRADO,5846.0,67.93,1.51,6.67,4.09
GO,SÃO LUIZ DO NORTE,7296.0,54.57,5.43,2.74,4.08
CE,CRUZ,34884.0,56.17,3.16,4.97,4.07
MG,ERVÁLIA,25928.0,62.53,3.99,4.16,4.07
MG,PALMA,8324.0,70.21,5.31,2.81,4.06
MG,COUTO DE MAGALHÃES DE MINAS,5488.0,73.13,3.68,4.45,4.06
PI,SÃO FRANCISCO DO PIAUÍ,9200.0,63.69,1.76,6.35,4.05
BA,NOVA ITARANA,10090.0,76.91,4.52,3.57,4.04
AM,SANTO ANTÔNIO DO IÇÁ,25390.0,69.68,5.5,2.58,4.04
MG,SÃO FRANCISCO DE PAULA,9650.0,59.59,3.05,5.02,4.03
SP,BARRA DO CHAPÉU,6278.0,50.16,5.55,2.39,4.03
BA,BARRA DO MENDES,19752.0,89.12,5.65,2.41,4.03
PI,BOCAINA,9050.0,69.08,4.44,3.62,4.03
MG,BOTUMIRIM,7644.0,75.99,1.26,6.8,4.03
MG,DOM JOAQUIM,6052.0,62.31,4.33,3.67,4.0
AM,PAUINI,15462.0,65.78,2.59,5.41,4.0
PE,BREJÃO,14764.0,81.99,4.74,3.24,3.99
MA,PASTOS BONS,22566.0,78.93,3.99,4.0,3.99
CE,SALITRE,22038.0,79.02,3.79,4.17,3.98
BA,ITATIM,20172.0,65.74,6.11,1.82,3.97
PB,SÃO FRANCISCO,6870.0,69.5,6.11,1.83,3.97
CE,MORAÚJO,12524.0,78.38,3.39,4.49,3.94
PB,NATUBA,10694.0,70.95,3.87,4.0,3.94
PE,CAMUTANGA,11760.0,71.55,6.04,1.82,3.93
MG,ANTÔNIO PRADO DE MINAS,3026.0,59.31,3.83,4.03,3.93
MG,MATIAS CARDOSO,10214.0,72.1,1.64,6.19,3.92
MG,PAVÃO,8982.0,64.36,2.92,4.92,3.92
BA,GUAJERU,9848.0,87.59,6.44,1.38,3.91
BA,ALMADINA,7298.0,79.81,3.51,4.28,3.89
MG,PEDRA DO ANTA,5526.0,72.99,2.82,4.96,3.89
PI,SANTO ANTÔNIO DE LISBOA,9764.0,77.82,4.2,3.54,3.87
PB,RIACHÃO,4976.0,69.47,4.06,3.66,3.86
PI,CANTO DO BURITI,24320.0,76.9,5.9,1.81,3.86
PB,BELÉM,20632.0,64.46,3.64,4.09,3.86
PI,ITAUEIRA,13932.0,76.5,3.09,4.59,3.84
BA,TREMEDAL,22504.0,74.99,5.25,2.41,3.83
PE,CASINHAS,18610.0,78.2,6.7,0.95,3.82
MG,SÃO JOÃO DO PACUÍ,5840.0,75.08,3.73,3.9,3.82
MG,SÃO MIGUEL DO ANTA,10234.0,65.61,3.65,3.97,3.81
MG,SANTANA DO JACARÉ,6268.0,57.94,3.0,4.63,3.81
TO,CRIXÁS DO TOCANTINS,2648.0,58.22,2.87,4.76,3.81
BA,BONINAL,16518.0,65.4,6.48,1.13,3.8
PB,OURO VELHO,4978.0,78.49,4.42,3.17,3.8
CE,HIDROLÂNDIA,24518.0,76.88,4.32,3.23,3.78
CE,IPAUMIRIM,14904.0,82.53,4.7,2.86,3.78
MG,CONCEIÇÃO DA BARRA DE MINAS,6146.0,52.72,1.63,5.92,3.77
CE,MUCAMBO,19128.0,75.32,3.84,3.71,3.77
AL,CAMPO ALEGRE,37760.0,60.99,3.68,3.87,3.77
BA,ANTÔNIO GONÇALVES,13538.0,77.78,5.82,1.68,3.75
PB,POMBAL,40160.0,61.9,4.48,3.03,3.75
MA,TUNTUM,42956.0,67.3,2.48,4.99,3.74
MG,ITAIPÉ,12134.0,68.57,1.78,5.69,3.73
MG,VIRGOLÂNDIA,6352.0,65.81,0.91,6.52,3.72
BA,RODELAS,12112.0,76.2,2.59,4.85,3.72
MA,FORTUNA,18912.0,78.51,1.48,5.96,3.72
MG,SANTA CRUZ DO ESCALVADO,7676.0,74.85,3.7,3.73,3.71
MG,CATUTI,6638.0,70.57,3.28,4.13,3.71
BA,ITUAÇU,24990.0,68.84,3.98,3.43,3.7
MG,PAIVA,2794.0,71.1,3.44,3.94,3.69
CE,ITATIRA,28532.0,80.41,5.75,1.63,3.69
PE,CARNAÍBA,24546.0,84.4,4.1,3.28,3.69
MG,WENCESLAU BRAZ,4198.0,50.57,3.48,3.91,3.69
PE,OROBÓ,29466.0,76.97,6.51,0.88,3.69
PI,JAICÓS,20480.0,78.64,5.97,1.39,3.68
MG,HELIODORA,8396.0,64.08,4.84,2.48,3.66
PB,MANAÍRA,13434.0,89.0,4.03,3.26,3.65
PI,SANTA CRUZ DO PIAUÍ,9182.0,85.52,5.69,1.59,3.64
PB,JURU,11990.0,84.61,3.84,3.45,3.64
AM,MARAÃ,12156.0,64.9,3.32,3.93,3.63
TO,PINDORAMA DO TOCANTINS,5816.0,50.34,3.13,4.13,3.63
RS,NONOAI,15288.0,52.22,3.22,4.04,3.63
CE,IBIAPINA,29892.0,70.73,4.07,3.18,3.63
MG,SANTANA DO MANHUAÇU,11576.0,58.57,2.44,4.8,3.62
BA,SANTANÓPOLIS,14516.0,81.85,5.07,2.18,3.62
MG,JOSÉ RAYDAN,5578.0,61.21,1.86,5.38,3.62
PB,RIACHÃO DO BACAMARTE,7502.0,76.38,4.13,3.09,3.61
PE,MACHADOS,17146.0,70.38,5.67,1.55,3.61
MA,BERNARDO DO MEARIM,8094.0,69.73,3.56,3.63,3.6
MG,SANTA FÉ DE MINAS,4896.0,75.79,2.45,4.74,3.59
BA,BREJÕES,16886.0,69.97,4.09,3.08,3.58
PE,CUPIRA,31580.0,60.96,5.33,1.81,3.57
MG,PRESIDENTE BERNARDES,8408.0,64.65,2.85,4.28,3.57
AM,FONTE BOA,23296.0,73.09,2.08,5.05,3.56
MG,JORDÂNIA,10792.0,52.58,1.98,5.11,3.55
MG,RIO DO PRADO,6024.0,77.52,2.86,4.25,3.55
BA,MACURURÉ,10510.0,83.02,3.2,3.9,3.55
AM,ALVARÃES,17338.0,69.94,2.39,4.68,3.54
MG,SERRANOS,3332.0,64.11,3.54,3.54,3.54
BA,MAETINGA,9546.0,69.59,3.9,3.16,3.53
MG,LONTRA,11808.0,66.93,1.29,5.78,3.53
BA,LAJEDINHO,5584.0,84.43,3.37,3.69,3.53
PE,IBIMIRIM,30700.0,86.73,2.64,4.41,3.52
MG,TAPIRAÍ,3010.0,65.37,2.13,4.92,3.52
MG,SANTA MARIA DO SALTO,6082.0,59.3,2.73,4.31,3.52
PB,SERRA REDONDA,10394.0,74.14,3.04,3.98,3.51
MG,PONTO DOS VOLANTES,12876.0,67.91,3.08,3.95,3.51
PE,XEXÉU,15600.0,67.83,4.71,2.28,3.49
PE,PETROLÂNDIA,38838.0,77.8,2.71,4.25,3.48
MG,FARIA LEMOS,5092.0,58.12,3.38,3.57,3.48
MG,JOAÍMA,14622.0,70.09,2.45,4.5,3.47
PB,SANTA CRUZ,9210.0,82.07,3.71,3.24,3.47
PB,RIACHO DOS CAVALOS,13040.0,80.33,5.21,1.7,3.46
AL,TEOTÔNIO VILELA,43280.0,59.92,2.25,4.68,3.46
AL,FELIZ DESERTO,5146.0,66.49,1.94,4.97,3.46
MG,SERRA DOS AIMORÉS,8234.0,54.54,1.34,5.56,3.45
MG,FRANCISCÓPOLIS,6774.0,64.9,1.54,5.37,3.45
PE,LAJEDO,49444.0,67.95,3.64,3.23,3.43
MG,SÃO SEBASTIÃO DO MARANHÃO,11176.0,60.87,2.38,4.47,3.43
MG,RIO CASCA,15984.0,61.59,4.19,2.67,3.43
PE,PARANATAMA,17598.0,84.6,4.75,2.07,3.41
AL,CANAPI,19334.0,83.13,3.63,3.17,3.4
BA,SOUTO SOARES,22322.0,88.35,4.82,1.98,3.4
PB,SÃO JOÃO DO TIGRE,6420.0,79.18,4.74,2.06,3.4
PB,CATOLÉ DO ROCHA,35914.0,73.84,2.69,4.08,3.39
BA,IPECAETÁ,22834.0,81.06,5.15,1.63,3.39
MG,SÃO PEDRO DO SUAÇUÍ,6998.0,58.89,2.11,4.66,3.39
BA,LAJEDO DO TABOCAL,9918.0,75.75,5.18,1.59,3.39
MG,URUANA DE MINAS,5120.0,52.43,4.22,2.54,3.38
MG,RUBELITA,9666.0,80.73,2.38,4.39,3.38
RN,LUÍS GOMES,11604.0,84.17,4.43,2.29,3.36
PE,QUIPAPÁ,23026.0,78.58,4.92,1.79,3.35
TO,ANGICO,4248.0,63.21,4.28,2.4,3.34
PB,ASSUNÇÃO,6614.0,72.29,3.87,2.78,3.33
BA,DÁRIO MEIRA,12056.0,70.82,4.25,2.42,3.33
MG,NOVA PORTEIRINHA,9428.0,69.97,2.67,3.95,3.31
CE,ACARAÚ,73450.0,69.01,2.39,4.23,3.31
TO,SUCUPIRA,2726.0,51.92,2.35,4.26,3.3
BA,COCOS,24200.0,62.62,5.45,1.12,3.29
PE,IATI,22078.0,83.71,3.09,3.44,3.27
BA,ITAJU DO COLÔNIA,8144.0,55.61,2.5,4.03,3.27
MG,GUARACIAMA,7932.0,77.07,1.69,4.84,3.27
PB,POCINHOS,23068.0,64.19,3.29,3.23,3.26
MG,JOSENÓPOLIS,4478.0,77.72,1.38,5.09,3.24
MG,CACHOEIRA DE PAJEÚ,10038.0,63.4,4.28,2.19,3.24
CE,IPUEIRAS,46942.0,74.98,1.73,4.74,3.24
PI,FLORES DO PIAUÍ,6482.0,76.81,4.47,2.01,3.24
PB,VISTA SERRANA,4918.0,76.95,3.78,2.64,3.21
RS,ERVAL GRANDE,7118.0,53.18,3.62,2.75,3.19
MG,SEM PEIXE,5354.0,69.93,2.84,3.47,3.16
PI,RIO GRANDE DO PIAUÍ,8354.0,80.61,2.35,3.95,3.15
MG,ITURAMA,45290.0,50.53,2.5,3.78,3.14
PE,RIACHO DAS ALMAS,34354.0,67.7,4.6,1.67,3.13
MG,IPIAÇU,5408.0,61.35,2.55,3.7,3.12
PE,JUREMA,18306.0,79.14,2.61,3.62,3.11
MG,CONGONHAS DO NORTE,5922.0,71.06,2.97,3.24,3.11
MG,CANA VERDE,7750.0,51.85,3.17,3.02,3.1
MG,QUARTEL GERAL,5462.0,55.56,1.98,4.21,3.09
PE,SÃO JOÃO,28070.0,83.65,4.85,1.33,3.09
PR,NOVA ALIANÇA DO IVAÍ,2426.0,53.83,1.4,4.78,3.09
MG,ORATÓRIOS,6958.0,70.68,3.36,2.82,3.09
MG,ESTRELA DALVA,4316.0,63.54,2.09,4.08,3.08
MG,DURANDÉ,10090.0,54.46,2.24,3.92,3.08
PR,SÃO JOSÉ DAS PALMEIRAS,5472.0,50.56,3.91,2.23,3.07
BA,BARRA DA ESTIVA,33580.0,69.21,4.71,1.44,3.07
AL,JUNQUEIRO,29922.0,63.62,3.22,2.9,3.06
MG,PATIS,7672.0,77.86,1.04,5.06,3.05
MG,JEQUERI,15402.0,64.81,3.26,2.83,3.05
MG,NOVA BELÉM,5172.0,51.11,1.43,4.64,3.04
MA,GOVERNADOR ARCHER,12356.0,80.28,2.17,3.88,3.03
MG,CANAÃ,7160.0,61.03,3.35,2.71,3.03
MG,MARILAC,6214.0,58.25,1.26,4.8,3.03
PB,TAVARES,17148.0,86.14,3.27,2.79,3.03
MG,PAI PEDRO,7878.0,63.8,3.86,2.18,3.02
PA,BREJO GRANDE DO ARAGUAIA,10518.0,50.65,4.58,1.46,3.02
PE,ANGELIM,13888.0,71.48,4.64,1.34,2.99
CE,FARIAS BRITO,27502.0,86.72,3.04,2.93,2.99
BA,IBIQUERA,6060.0,80.33,3.86,1.98,2.92
CE,GRANJA,68390.0,83.86,3.89,1.94,2.92
PB,VÁRZEA,4456.0,85.83,3.05,2.78,2.92
BA,TAPIRAMUTÁ,16736.0,78.55,3.26,2.51,2.89
CE,ALTANEIRA,10274.0,84.37,1.97,3.8,2.88
PB,TACIMA,11918.0,72.04,2.67,3.09,2.88
PB,SALGADINHO,5118.0,80.09,3.24,2.5,2.87
BA,IRAJUBA,8260.0,78.02,3.56,2.18,2.87
CE,UMARI,9898.0,73.07,3.56,2.18,2.87
PI,JACOBINA DO PIAUÍ,8816.0,87.55,3.68,2.02,2.85
PI,NOSSA SENHORA DE NAZARÉ,9224.0,87.42,3.04,2.67,2.85
MG,PIEDADE DE PONTE NOVA,5900.0,64.7,3.32,2.34,2.83
PB,ZABELÊ,3848.0,84.09,3.69,1.98,2.83
MG,PASSA VINTE,3814.0,54.11,2.36,3.25,2.81
MG,ENGENHEIRO NAVARRO,9120.0,70.14,2.5,3.07,2.79
PE,TABIRA,32824.0,80.02,3.52,2.02,2.77
PI,FRONTEIRAS,15348.0,74.3,3.01,2.51,2.76
CE,PACUJÁ,9782.0,83.94,2.51,2.99,2.75
PE,TUPARETAMA,12864.0,83.0,4.23,1.24,2.74
BA,ITAQUARA,9900.0,70.77,3.78,1.68,2.73
PE,FREI MIGUELINHO,20466.0,68.34,3.79,1.65,2.72
BA,CRAVOLÂNDIA,6322.0,87.82,2.78,2.63,2.7
PB,SÃO JOSÉ DE CAIANA,7822.0,82.98,2.71,2.66,2.68
MG,SANTANA DOS MONTES,6160.0,58.65,1.88,3.41,2.65
BA,RIO DO PIRES,13278.0,76.84,2.82,2.46,2.64
BA,APUAREMA,9422.0,67.63,4.16,1.13,2.64
RN,PARANÁ,6424.0,88.18,3.86,1.4,2.63
PE,JATAÚBA,22994.0,74.7,3.74,1.5,2.62
MG,SÃO JOSÉ DO MANTIMENTO,4504.0,63.44,1.87,3.37,2.62
BA,JABORANDI,14410.0,74.78,2.57,2.66,2.62
TO,CENTENÁRIO,3076.0,64.11,3.12,2.08,2.6
PB,PAULISTA,16214.0,69.52,3.9,1.3,2.6
MG,SÃO ROMÃO,9202.0,72.29,2.06,3.09,2.58
CE,CARNAUBAL,21420.0,66.32,2.23,2.89,2.56
BA,PLANALTINO,10836.0,82.5,2.71,2.4,2.56
MG,DIOGO DE VASCONCELOS,5982.0,71.36,1.77,3.34,2.56
MG,SANTO ANTÔNIO DO GRAMA,6120.0,67.9,2.71,2.39,2.55
BA,MIRANTE,12206.0,80.22,2.61,2.47,2.54
PI,PAJEÚ DO PIAUÍ,5308.0,82.74,3.2,1.88,2.54
PE,PEDRA,29252.0,79.96,3.54,1.52,2.53
CE,CATUNDA,13948.0,82.34,3.27,1.75,2.51
CE,DEPUTADO IRAPUAN PINHEIRO,11960.0,87.19,2.86,2.14,2.5
MG,RECREIO,12216.0,55.44,2.01,2.96,2.49
PB,SÃO JOSÉ DE PRINCESA,5238.0,84.64,2.71,2.25,2.48
PB,JERICÓ,10904.0,82.75,3.19,1.76,2.48
CE,NOVA RUSSAS,37878.0,64.62,2.61,2.32,2.47
CE,BARROQUINHA,22454.0,78.78,2.47,2.43,2.45
PI,FLORESTA DO PIAUÍ,3960.0,89.59,2.83,2.07,2.45
PE,SANTA FILOMENA,18998.0,86.8,2.03,2.77,2.4
PB,BARRA DE SANTANA,12302.0,70.08,3.22,1.56,2.39
PE,LAGOA DOS GATOS,18196.0,77.81,3.18,1.54,2.36
MA,PASSAGEM FRANCA,20960.0,77.65,0.92,3.79,2.35
CE,CHAVAL,16820.0,81.54,2.87,1.82,2.34
MG,COMERCINHO,9366.0,77.37,2.99,1.67,2.33
MG,CARMÉSIA,3604.0,61.66,2.61,2.05,2.33
BA,CORDEIROS,10400.0,65.83,2.31,2.35,2.33
PE,CANHOTINHO,27014.0,65.22,3.62,0.99,2.31
MG,MAMONAS,9342.0,60.08,1.56,3.04,2.3
PE,ITAPETIM,18744.0,78.79,2.89,1.72,2.3
PB,BREJO DO CRUZ,16742.0,63.88,2.21,2.39,2.3
PE,SANTA TEREZINHA,12744.0,80.61,4.03,0.5,2.27
CE,CROATÁ,22298.0,79.18,1.92,2.59,2.26
PI,SÃO JOÃO DA CANABRAVA,7738.0,83.24,3.08,1.32,2.2
GO,MARZAGÃO,4000.0,53.41,3.35,1.05,2.2
PE,BELÉM DE MARIA,15274.0,70.09,2.67,1.72,2.19
PE,FLORES,25168.0,84.46,3.08,1.29,2.18
MG,VIEIRAS,6272.0,53.29,3.03,1.34,2.18
TO,ITAPIRATINS,5368.0,54.64,1.97,2.38,2.18
PB,BREJO DOS SANTOS,9776.0,76.34,3.05,1.27,2.16
PE,TACARATU,27046.0,85.12,2.46,1.83,2.14
PE,JATOBÁ,16632.0,82.46,2.87,1.38,2.13
PE,INGAZEIRA,6774.0,83.59,2.48,1.77,2.13
PE,ITAÍBA,29430.0,81.23,3.34,0.9,2.12
MG,NOVA MÓDICA,5214.0,50.14,1.38,2.84,2.11
PE,CORRENTES,19398.0,82.52,3.07,1.08,2.08
CE,IPAPORANGA,15554.0,79.28,2.26,1.86,2.06
PR,ALTAMIRA DO PARANÁ,5278.0,63.2,2.31,1.74,2.03
RN,VENHA-VER,5858.0,82.49,3.04,0.99,2.01
MG,VERDELÂNDIA,9748.0,69.76,2.13,1.85,1.99
PE,BREJINHO,11498.0,82.06,3.11,0.71,1.91
PB,LAGOA,7488.0,81.46,2.83,0.99,1.91
MG,ICARAÍ DE MINAS,12464.0,64.76,1.62,2.18,1.9
PR,MIRADOR,3368.0,50.44,0.89,2.91,1.9
PR,BRASILÂNDIA DO SUL,5048.0,58.07,1.74,2.06,1.9
PI,SANTA ROSA DO PIAUÍ,6970.0,77.9,1.49,2.27,1.88
PB,SÃO BENTO,45108.0,52.91,2.72,1.0,1.86
PB,SÃO JOSÉ DO BREJO DO CRUZ,3770.0,65.75,2.97,0.74,1.86
PB,SÃO DOMINGOS,5174.0,74.5,2.05,1.58,1.82
MG,BANDEIRA,6484.0,77.14,2.22,1.42,1.82
PB,SÃO JOSÉ DO SABUGI,7338.0,68.71,1.55,1.94,1.74
CE,ARARENDÁ,14764.0,75.84,1.48,1.94,1.71
PI,CURRAL NOVO DO PIAUÍ,7756.0,86.58,1.99,1.42,1.7
RN,MAJOR SALES,5106.0,86.29,1.45,1.88,1.66
BA,CAMPO FORMOSO,90916.0,66.97,2.6,0.67,1.63
PE,LAGOA DO OURO,16924.0,80.7,2.1,1.1,1.6
MG,JOSÉ GONÇALVES DE MINAS,5232.0,62.28,0.84,2.29,1.57
PE,BETÂNIA,14866.0,86.32,1.96,1.12,1.54
PE,PALMEIRINA,8974.0,79.1,2.32,0.74,1.53
PI,PORTO ALEGRE DO PIAUÍ,3298.0,82.83,0.73,2.3,1.52
PB,TENÓRIO,4890.0,72.61,1.47,1.55,1.51
PE,CALUMBI,10554.0,86.99,1.82,1.0,1.41
PE,MANARI,19174.0,87.32,1.97,0.72,1.35
MG,DIVISÓPOLIS,10216.0,62.72,1.27,1.39,1.33
PB,BELÉM DO BREJO DO CRUZ,10066.0,70.77,1.53,1.03,1.28
PB,MATO GROSSO,4656.0,89.1,1.37,0.82,1.1
PE,SOLIDÃO,8730.0,80.9,0.87,1.24,1.05
PB,BOM SUCESSO,7516.0,80.99,1.06,1.01,1.04
