SG_UF,NM_MUNICIPIO,num_eleitores,perc_lula,perc_votos_mulheres_fed,perc_votos_mulheres_est,perc_votos_mulheres_total
MT,CASTANHEIRA,8536.0,25.28,68.13,28.87,48.5
SC,MARAVILHA,33062.0,27.41,41.9,46.59,44.25
MT,JUARA,35404.0,20.46,18.97,66.99,42.98
MG,PATROCÍNIO,105872.0,34.22,30.33,54.44,42.39
SC,SÃO PEDRO DE ALCÂNTARA,7182.0,22.29,43.61,40.63,42.12
SP,SARAPUÍ,9950.0,39.12,43.47,39.01,41.35
MT,RONDOLÂNDIA,3814.0,41.05,26.06,56.37,41.22
SC,FRAIBURGO,42990.0,30.91,57.07,22.98,40.03
SC,BOMBINHAS,27016.0,24.34,26.09,53.87,39.98
GO,CABECEIRAS,10710.0,43.38,67.21,11.39,39.3
SC,TREZE TÍLIAS,10370.0,20.2,43.84,34.08,38.96
GO,CAMPESTRE DE GOIÁS,5740.0,47.82,70.07,7.07,38.57
GO,MINEIROS,73198.0,38.64,27.62,49.34,38.48
AL,PARIPUEIRA,17734.0,39.39,7.0,69.81,38.41
MT,NOVO HORIZONTE DO NORTE,4626.0,21.47,21.83,54.04,37.94
AL,MATRIZ DE CAMARAGIBE,27252.0,42.62,6.88,68.02,37.45
MT,ALTO ARAGUAIA,17958.0,29.98,13.75,60.73,37.24
GO,IPORÁ,39622.0,32.16,43.75,30.52,37.14
AP,PEDRA BRANCA DO AMAPARI,15168.0,47.76,53.63,20.54,37.08
GO,VALPARAÍSO DE GOIÁS,145360.0,39.05,34.9,39.02,36.96
MA,SÃO PEDRO DOS CRENTES,7288.0,37.67,3.49,69.43,36.46
RR,NORMANDIA,13350.0,41.8,44.76,27.85,36.31
GO,DOVERLÂNDIA,9016.0,37.78,66.66,5.81,36.24
SC,CAMPO BELO DO SUL,9762.0,45.1,62.59,8.91,35.75
SC,LAGES,199816.0,28.77,61.41,9.94,35.67
TO,MONTE SANTO DO TOCANTINS,3874.0,43.16,35.98,35.26,35.62
MA,LAJEADO NOVO,9906.0,47.0,9.55,61.64,35.59
GO,PORTELÂNDIA,4906.0,40.84,22.83,48.31,35.57
AL,SÃO LUÍS DO QUITUNDE,34328.0,48.91,6.74,64.37,35.55
MT,PORTO DOS GAÚCHOS,6030.0,23.03,14.39,56.58,35.49
SP,COLÔMBIA,7748.0,47.7,24.32,46.85,35.45
GO,DAMIANÓPOLIS,5652.0,44.8,65.96,4.78,35.37
GO,LAGOA SANTA,2288.0,34.51,66.96,3.67,35.31
SC,BOM JARDIM DA SERRA,5812.0,30.52,49.59,20.82,35.2
MG,ESTRELA DO INDAIÁ,4322.0,45.82,67.14,3.01,35.08
SP,SANTOS,453145.0,38.94,31.62,37.65,34.67
PR,TUNAS DO PARANÁ,8314.0,44.62,18.43,50.66,34.54
GO,TROMBAS,4458.0,49.2,60.7,8.03,34.37
PR,SANTA CECÍLIA DO PAVÃO,4938.0,35.71,66.26,1.86,34.06
MG,CRUZEIRO DA FORTALEZA,6350.0,38.09,53.13,14.71,33.92
SP,RESTINGA,9529.0,45.77,39.8,27.91,33.91
SP,ALAMBARI,6829.0,31.28,48.26,18.0,33.78
SP,ITAPETININGA,167989.0,28.48,54.34,11.97,33.71
GO,SÃO JOÃO D ALIANÇA,10954.0,40.95,56.13,11.25,33.69
TO,BREJINHO DE NAZARÉ,6458.0,49.57,39.39,27.97,33.68
RO,TEIXEIRÓPOLIS,6092.0,36.81,42.97,24.23,33.6
GO,DIVINÓPOLIS DE GOIÁS,7146.0,49.21,53.65,13.55,33.6
SC,BOM RETIRO,10690.0,25.97,46.92,19.93,33.42
SC,FREI ROGÉRIO,3686.0,34.18,47.04,19.37,33.21
SC,SÃO JOSÉ DO CERRITO,12480.0,48.01,51.25,15.06,33.16
RS,PORTO ALEGRE,1708276.0,48.49,35.95,30.29,33.12
GO,CRISTIANÓPOLIS,5886.0,37.92,62.73,2.85,32.79
RO,SÃO FRANCISCO DO GUAPORÉ,18760.0,20.05,16.61,48.43,32.52
RS,CRISTAL,10238.0,35.4,52.3,12.74,32.52
SC,SÃO JOÃO DO OESTE,8772.0,21.19,43.25,21.27,32.26
SP,SÃO JOÃO DO PAU D ALHO,2941.0,45.29,8.4,57.38,32.2
GO,FORMOSA,118486.0,37.69,11.28,53.05,32.17
SC,CAPÃO ALTO,4750.0,28.74,52.72,11.45,32.08
SC,CHAPECÓ,261928.0,32.6,36.3,27.84,32.07
RJ,BELFORD ROXO,526592.0,35.11,57.21,6.93,32.07
GO,SANTA RITA DO ARAGUAIA,6518.0,38.49,28.26,35.41,31.83
RS,DOIS IRMÃOS,41670.0,26.26,8.21,55.37,31.79
SP,PATROCÍNIO PAULISTA,13484.0,39.09,30.91,32.68,31.76
RR,PACARAIMA,13588.0,31.1,32.44,31.06,31.75
SC,IBIAM,3126.0,30.1,34.8,28.53,31.67
SC,TUNÁPOLIS,6866.0,30.14,44.1,19.05,31.58
SC,PALMEIRA,4712.0,32.15,55.56,7.51,31.54
GO,AMARALINA,4808.0,46.86,58.65,4.33,31.49
RS,NOVA PRATA,31832.0,21.19,14.88,47.93,31.4
SC,PONTE ALTA,6584.0,30.61,42.62,20.14,31.38
RJ,SÃO JOÃO DA BARRA,61304.0,34.65,24.19,38.27,31.23
MG,PARACATU,102066.0,38.16,5.81,56.43,31.12
GO,SANTA BÁRBARA DE GOIÁS,8508.0,43.24,59.14,3.08,31.11
MG,PATOS DE MINAS,175958.0,30.79,5.05,57.06,31.06
GO,VILA PROPÍCIO,7970.0,45.66,60.23,1.71,30.97
MT,JUÍNA,47900.0,25.63,53.16,8.77,30.97
SC,ANTÔNIO CARLOS,14578.0,17.72,31.5,30.16,30.83
GO,SANTA TEREZA DE GOIÁS,4768.0,41.72,53.82,7.84,30.83
SC,PORTO UNIÃO,39696.0,30.0,27.5,33.85,30.68
SC,CORREIA PINTO,19856.0,37.83,43.85,17.38,30.61
BA,OUROLÂNDIA,21832.0,49.91,31.82,29.38,30.6
SC,SÃO JOAQUIM,30310.0,34.42,38.96,22.16,30.56
SC,URUPEMA,3962.0,31.97,52.04,9.04,30.54
SC,BALNEÁRIO GAIVOTA,16034.0,27.67,52.79,8.23,30.51
SC,RANCHO QUEIMADO,5428.0,22.9,24.1,36.85,30.47
MT,NOVA GUARITA,5764.0,23.9,49.03,11.69,30.36
RO,CACOAL,102164.0,21.13,50.3,10.41,30.36
SP,GENERAL SALGADO,11609.0,30.23,21.32,39.57,30.35
AP,SERRA DO NAVIO,6062.0,39.94,46.32,14.38,30.35
SC,PRAIA GRANDE,10608.0,37.81,53.64,6.92,30.28
PA,ANANINDEUA,575304.0,44.72,44.69,15.83,30.26
SC,IRINEÓPOLIS,13202.0,29.01,40.92,19.57,30.25
SP,ANGATUBA,23218.0,33.55,40.57,18.77,30.19
MS,ELDORADO,12902.0,33.0,15.76,44.58,30.17
SC,DOUTOR PEDRINHO,4986.0,22.22,54.47,5.82,30.14
MG,VAZANTE,25138.0,44.67,31.0,29.22,30.11
SC,COCAL DO SUL,22908.0,19.27,30.53,29.67,30.1
AP,SANTANA,139238.0,39.03,37.77,22.39,30.08
SP,SANTO ANDRÉ,780952.0,42.9,16.37,43.29,30.08
SP,SÃO VICENTE,339356.0,40.98,36.12,23.68,29.87
SP,CRISTAIS PAULISTA,9947.0,33.13,28.52,31.14,29.8
MS,LADÁRIO,20694.0,44.06,30.99,28.56,29.78
SC,ANITA GARIBALDI,11542.0,45.07,54.43,5.11,29.77
RS,ALVORADA,217666.0,44.65,25.26,34.01,29.64
AC,MARECHAL THAUMATURGO,16560.0,34.1,42.52,16.61,29.57
MT,NOVO SÃO JOAQUIM,7810.0,29.33,35.62,23.48,29.55
MG,SÃO GONÇALO DO ABAETÉ,8038.0,40.56,45.33,13.68,29.51
PA,ANAJÁS,31560.0,45.82,28.67,30.21,29.44
PA,ULIANÓPOLIS,29856.0,42.35,11.94,46.82,29.38
SC,FLORIANÓPOLIS,654192.0,41.73,37.65,21.0,29.33
AC,RODRIGUES ALVES,18188.0,16.22,27.2,31.44,29.32
GO,INHUMAS,63840.0,39.94,53.84,4.76,29.3
SP,IPERÓ,29764.0,45.4,11.02,47.86,29.29
SC,PIRATUBA,8678.0,30.27,33.03,25.47,29.25
SP,ILHABELA,39384.0,39.4,25.41,33.33,29.25
AC,MÂNCIO LIMA,21132.0,25.49,37.91,20.48,29.2
RN,NATAL,930362.0,47.95,33.76,24.54,29.15
MT,COLÍDER,36010.0,17.88,49.4,8.84,29.12
RO,GUAJARÁ-MIRIM,41894.0,30.09,16.76,41.38,29.07
AC,CRUZEIRO DO SUL,93294.0,19.96,39.69,18.39,29.04
SP,BURITIZAL,5396.0,24.45,4.8,53.11,28.85
SP,ÁGUAS DE SÃO PEDRO,5682.0,27.53,32.19,25.68,28.83
AP,ITAUBAL,11960.0,47.34,27.81,29.82,28.81
SP,GUAREÍ,12965.0,32.84,42.41,14.14,28.79
SC,VIDEIRA,61230.0,24.08,36.83,20.7,28.76
GO,GOIÁS,29590.0,48.72,18.0,39.42,28.71
MA,BALSAS,100954.0,46.79,12.87,44.49,28.68
GO,CAMPINAÇU,5450.0,48.15,55.85,1.39,28.62
SC,LACERDÓPOLIS,3430.0,21.44,40.76,16.33,28.54
PA,SANTA BÁRBARA DO PARÁ,27618.0,49.0,44.58,12.43,28.5
SC,MELEIRO,10190.0,15.2,37.74,19.21,28.48
MT,ITAÚBA,5948.0,25.28,32.01,24.92,28.46
RO,MINISTRO ANDREAZZA,9266.0,31.93,41.33,15.56,28.45
SC,SÃO JOSÉ,305982.0,32.3,31.52,25.33,28.43
SP,CAPELA DO ALTO,19944.0,28.3,21.72,35.52,28.35
SC,RIO RUFINO,3796.0,40.89,48.52,8.06,28.29
SP,MATÃO,91027.0,34.31,11.4,44.93,28.28
AC,BRASILÉIA,29068.0,23.08,23.04,33.51,28.28
RO,COLORADO DO OESTE,19962.0,20.72,32.73,23.81,28.27
RR,AMAJARI,11196.0,17.13,33.58,22.78,28.18
PR,SAPOPEMA,8326.0,39.14,54.34,2.02,28.18
MG,SERRA DA SAUDADE,1830.0,46.15,51.48,4.81,28.14
MT,NOVA CANAÃ DO NORTE,14402.0,22.45,44.04,12.1,28.07
SP,BARUERI,381008.0,43.32,16.81,39.3,27.99
RJ,ANGRA DOS REIS,202930.0,29.08,14.78,41.19,27.99
SC,OTACÍLIO COSTA,21930.0,27.47,46.33,9.56,27.94
SC,SÃO FRANCISCO DO SUL,60010.0,26.15,35.77,20.07,27.92
MG,VESPASIANO,142414.0,42.94,10.26,45.59,27.92
RO,VALE DO PARAÍSO,8882.0,32.86,37.85,17.92,27.89
PR,GUARAPUAVA,214464.0,40.87,32.13,23.65,27.89
PR,PRADO FERREIRA,5176.0,38.13,46.99,8.73,27.86
MS,IGUATEMI,15622.0,36.34,16.26,39.44,27.85
SC,CANOINHAS,67520.0,26.2,42.92,12.75,27.83
RS,GUAÍBA,119374.0,44.89,22.24,33.33,27.79
RS,FARROUPILHA,94800.0,21.83,29.79,25.78,27.79
GO,CROMÍNIA,6106.0,44.49,47.89,7.63,27.76
SC,QUILOMBO,14012.0,39.44,21.27,34.23,27.75
GO,DAMOLÂNDIA,5600.0,43.68,51.39,4.11,27.75
PA,CURIONÓPOLIS,25350.0,39.35,51.51,3.72,27.61
SC,TIMBÉ DO SUL,7474.0,31.06,45.33,9.77,27.55
SP,FRANCA,345789.0,31.63,22.18,32.82,27.55
AC,PLÁCIDO DE CASTRO,19360.0,23.4,32.87,22.11,27.49
MT,ARIPUANÃ,18698.0,21.45,31.19,23.76,27.47
MT,RONDONÓPOLIS,257256.0,30.7,44.53,10.35,27.44
ES,ALEGRE,36810.0,41.32,49.19,5.57,27.38
RO,CHUPINGUAIA,10282.0,29.61,41.02,13.67,27.35
PA,CASTANHAL,230152.0,42.78,19.22,35.42,27.32
GO,DIORAMA,3706.0,39.97,43.28,11.33,27.31
PA,BELÉM,1764298.0,45.28,36.25,18.3,27.28
SP,LIMEIRA,331025.0,22.82,8.24,47.1,27.27
SC,PERITIBA,4718.0,35.37,46.71,7.76,27.24
PA,VITÓRIA DO XINGU,23236.0,40.2,42.81,11.67,27.24
SP,NOVA GRANADA,20881.0,43.27,27.84,26.54,27.21
GO,MAMBAÍ,9188.0,36.97,47.45,6.86,27.15
SP,SÃO MIGUEL ARCANJO,36062.0,31.65,39.98,14.0,27.11
SC,SÃO MIGUEL DO OESTE,50734.0,31.8,33.69,20.53,27.11
SP,JACI,7726.0,33.57,8.0,45.31,27.09
MG,CHIADOR,4810.0,34.51,6.36,47.65,27.01
RR,CAROEBE,11262.0,17.97,35.41,18.43,26.92
SC,BELA VISTA DO TOLDO,8512.0,38.42,36.82,16.99,26.9
SC,BALNEÁRIO PIÇARRAS,28822.0,22.94,29.39,24.36,26.88
SC,ITAPIRANGA,20422.0,26.47,33.54,20.13,26.83
RN,PARNAMIRIM,227184.0,41.4,37.07,16.45,26.76
AC,SENA MADUREIRA,44914.0,24.76,48.76,4.74,26.75
MG,ENGENHEIRO CALDAS,10848.0,43.57,2.01,51.44,26.72
RO,VILHENA,99920.0,19.26,30.28,23.16,26.72
GO,CAIAPÔNIA,19678.0,33.55,50.15,3.27,26.71
SC,IBICARÉ,4950.0,23.96,36.81,16.57,26.69
RO,ALVORADA DO OESTE,16630.0,32.95,37.28,16.08,26.68
GO,SÃO MIGUEL DO PASSA QUATRO,5792.0,39.58,44.79,8.49,26.64
SC,NAVEGANTES,91716.0,25.86,27.13,26.11,26.62
SP,NHANDEARA,10631.0,26.87,32.77,20.21,26.62
AL,PORTO DE PEDRAS,11196.0,46.02,6.07,47.12,26.6
GO,CACHOEIRA DOURADA,10858.0,43.94,49.03,4.13,26.58
RS,SANTA CRUZ DO SUL,172794.0,35.15,11.38,41.76,26.57
PA,MARITUBA,139510.0,48.86,40.36,12.78,26.57
GO,SANTA CRUZ DE GOIÁS,5014.0,38.24,50.38,2.71,26.55
SC,ANITÁPOLIS,5438.0,25.6,32.66,20.41,26.54
SC,UNIÃO DO OESTE,4252.0,30.86,43.18,9.88,26.53
PA,TAILÂNDIA,80610.0,48.5,45.42,7.63,26.53
RS,CIDREIRA,16388.0,47.12,17.13,35.87,26.5
SC,CORDILHEIRA ALTA,6860.0,46.54,34.4,18.48,26.44
SC,OURO VERDE,3316.0,41.75,33.53,19.3,26.42
BA,EUNÁPOLIS,126950.0,48.5,12.98,39.85,26.41
SP,ENGENHEIRO COELHO,20759.0,31.42,14.82,38.01,26.33
AC,EPITACIOLÂNDIA,19864.0,23.05,35.65,16.76,26.21
SC,BOCAINA DO SUL,5268.0,38.98,36.03,16.4,26.21
SP,CAMPINA DO MONTE ALEGRE,7265.0,36.13,33.45,18.73,26.18
GO,CORUMBÁ DE GOIÁS,11548.0,36.26,43.9,8.37,26.13
ES,BOM JESUS DO NORTE,12212.0,43.9,31.08,21.16,26.12
SC,URUBICI,12854.0,21.34,35.43,16.74,26.09
SP,TATUÍ,117925.0,28.64,15.5,38.48,26.08
SP,RIBEIRÃO CORRENTE,5758.0,34.46,28.63,23.12,26.0
MT,CAMPO NOVO DO PARECIS,39898.0,28.78,47.61,4.37,25.99
PR,FRANCISCO BELTRÃO,110762.0,41.05,27.75,24.2,25.98
RS,NOVA SANTA RITA,30428.0,36.61,11.61,40.36,25.98
GO,SILVÂNIA,25062.0,36.23,24.95,26.99,25.97
MG,CAPITÃO ANDRADE,5558.0,37.77,1.69,49.98,25.84
PR,CAPITÃO LEÔNIDAS MARQUES,18764.0,40.03,19.78,31.71,25.75
SC,OURO,9714.0,28.88,40.02,11.39,25.71
MG,SÃO GERALDO DO BAIXIO,4568.0,37.81,3.55,47.85,25.7
SC,TIGRINHOS,3350.0,39.76,29.19,22.09,25.64
SC,SÃO LOURENÇO DO OESTE,30672.0,31.85,21.65,29.51,25.58
SC,CORONEL FREITAS,13796.0,32.9,32.81,18.34,25.57
RO,CORUMBIARA,8810.0,31.24,34.44,16.64,25.54
SC,VARGEM,4076.0,47.92,44.65,6.38,25.52
SC,CELSO RAMOS,4362.0,31.14,36.5,14.53,25.52
MT,PEDRA PRETA,21388.0,40.95,36.7,14.31,25.5
SC,RIO FORTUNA,7850.0,7.33,41.71,9.25,25.48
SC,SAUDADES,13300.0,27.64,41.79,9.16,25.47
MS,ALCINÓPOLIS,5394.0,46.34,21.54,29.4,25.47
PR,CÂNDIDO DE ABREU,18438.0,34.9,45.44,5.41,25.43
RS,LAJEADO,103646.0,29.39,8.32,42.48,25.4
PA,RONDON DO PARÁ,41948.0,41.63,46.07,4.73,25.4
SC,MODELO,5842.0,30.37,40.5,10.27,25.39
AP,FERREIRA GOMES,10090.0,44.73,30.53,20.26,25.39
TO,CRISTALÂNDIA,8672.0,48.0,33.95,16.79,25.37
RS,PALMARES DO SUL,16324.0,37.07,32.86,17.85,25.36
RS,SÃO JORGE,4300.0,20.27,36.05,14.65,25.35
AP,MACAPÁ,506394.0,40.17,28.8,21.9,25.35
RS,TRÊS PASSOS,31316.0,43.45,8.51,42.04,25.27
SC,NOVA ITABERABA,6860.0,38.84,31.46,19.07,25.26
MT,NOVA BANDEIRANTES,13216.0,16.49,28.25,22.2,25.23
SC,SANTO AMARO DA IMPERATRIZ,32498.0,26.91,34.43,15.91,25.17
RS,SANTO CRISTO,22102.0,39.8,2.83,47.49,25.16
RJ,ARARUAMA,157580.0,28.02,14.37,35.94,25.15
RO,CABIXI,7184.0,28.69,38.95,11.33,25.14
RS,VERA CRUZ,33324.0,37.98,6.94,43.34,25.14
SP,ITIRAPUÃ,6402.0,47.19,15.79,34.85,25.1
GO,BRITÂNIA,7394.0,41.36,46.44,3.73,25.09
TO,PALMAS,328666.0,34.99,22.65,27.5,25.08
MS,PONTA PORÃ,105996.0,32.75,30.22,19.89,25.06
MG,RIO ACIMA,14142.0,43.58,33.84,16.22,25.03
MS,CORUMBÁ,105258.0,44.47,22.06,27.98,25.02
PR,PINHAIS,154618.0,32.86,9.55,40.47,25.01
MS,BATAYPORÃ,12452.0,41.24,23.08,26.86,24.97
PR,RIO AZUL,18972.0,24.48,46.7,3.22,24.96
RR,CANTÁ,22568.0,21.4,24.88,24.97,24.93
SP,CATANDUVA,117580.0,26.44,13.08,37.56,24.91
MG,LAGOA FORMOSA,24166.0,39.31,5.44,44.38,24.91
RO,URUPÁ,13634.0,36.22,33.45,16.36,24.9
SC,BIGUAÇU,86152.0,29.7,27.19,22.3,24.74
SP,SÃO JOÃO DE IRACEMA,2592.0,49.37,5.14,45.15,24.73
RR,BONFIM,17294.0,19.99,27.47,21.93,24.7
SC,IOMERÊ,4698.0,20.31,33.42,15.96,24.69
SP,ITAPEVA,94102.0,32.37,26.43,22.78,24.62
SC,GAROPABA,34800.0,36.88,29.7,19.38,24.54
RO,PORTO VELHO,551752.0,30.92,27.42,21.61,24.52
SP,HORTOLÂNDIA,233458.0,40.44,11.87,37.39,24.51
SC,ITÁ,9880.0,44.85,35.91,13.08,24.49
SC,SÃO JOSÉ DO CEDRO,18492.0,26.97,37.94,11.0,24.47
SC,ROMELÂNDIA,6800.0,44.73,36.32,12.59,24.46
GO,GOIANDIRA,7036.0,41.17,47.24,1.68,24.46
SC,SIDERÓPOLIS,17456.0,29.15,41.87,7.05,24.46
SC,IPORÃ DO OESTE,12386.0,28.26,36.9,12.01,24.46
SP,URÂNIA,8993.0,36.91,12.89,36.22,24.45
GO,PIRANHAS,14484.0,38.67,42.18,6.7,24.44
RS,PASSO DO SOBRADO,8722.0,37.71,4.59,44.28,24.43
RR,CARACARAÍ,23350.0,23.58,21.82,27.02,24.42
MG,ARAÇAÍ,3948.0,48.28,25.79,23.0,24.39
AC,SENADOR GUIOMARD,28440.0,22.31,40.97,7.76,24.37
RO,PARECIS,4978.0,27.85,44.15,4.5,24.33
SP,SÃO LOURENÇO DA SERRA,15925.0,40.46,17.87,31.01,24.3
SC,ITAJAÍ,270822.0,23.26,18.97,29.52,24.24
GO,TRINDADE,139382.0,38.11,42.7,5.72,24.21
RJ,MIRACEMA,34744.0,48.6,16.26,32.14,24.2
RS,ESTEIO,107038.0,44.05,27.32,21.04,24.18
GO,PADRE BERNARDO,29014.0,39.58,38.08,10.27,24.17
SP,ARIRANHA,9146.0,33.82,7.36,42.35,24.16
SC,GUARUJÁ DO SUL,6514.0,33.19,29.69,18.61,24.15
SC,BALNEÁRIO CAMBORIÚ,160702.0,21.81,28.3,19.96,24.13
RO,PRESIDENTE MÉDICI,23046.0,20.96,43.47,4.78,24.13
RS,CACHOEIRINHA,164114.0,36.67,18.67,29.58,24.12
SP,SÃO BERNARDO DO CAMPO,886631.0,48.82,13.6,33.57,24.1
SP,BARRA BONITA,39044.0,29.91,13.08,35.01,24.09
SC,SANTA ROSA DE LIMA,3412.0,20.52,36.05,12.13,24.09
SC,ÁGUAS MORNAS,10608.0,23.13,26.62,21.53,24.08
SC,SÃO DOMINGOS,12408.0,36.81,35.67,12.48,24.07
MT,COTRIGUAÇU,12398.0,27.57,33.1,14.89,24.0
MS,TAQUARUSSU,5626.0,46.65,9.14,38.71,23.92
SC,JABORÁ,6564.0,25.78,27.24,20.48,23.86
SC,LUIZ ALVES,16948.0,13.23,26.95,20.7,23.83
SP,AMÉRICO BRASILIENSE,41159.0,49.88,14.64,33.11,23.83
SC,ASCURRA,10296.0,14.16,36.19,11.46,23.82
SP,JUMIRIM,3215.0,34.09,27.22,20.2,23.79
SC,PENHA,35376.0,22.96,19.92,27.63,23.78
SC,TIJUCAS,49880.0,24.41,30.32,17.22,23.77
TO,TABOCÃO,4886.0,49.58,26.81,20.71,23.76
SC,GALVÃO,4624.0,38.58,25.74,21.76,23.75
MS,NOVA ANDRADINA,51952.0,36.66,40.0,7.39,23.7
SP,JANDIRA,106167.0,45.81,15.24,32.63,23.66
GO,FIRMINÓPOLIS,13240.0,31.26,41.37,5.95,23.66
SC,URUSSANGA,26460.0,19.11,34.47,12.84,23.65
MG,BICAS,17902.0,48.73,23.79,23.45,23.62
RO,SERINGUEIRAS,14810.0,27.54,27.21,20.03,23.62
SC,CAMBORIÚ,89532.0,23.64,28.22,19.0,23.61
GO,APARECIDA DO RIO DOCE,4440.0,45.83,45.09,2.12,23.6
MT,TABAPORÃ,10130.0,18.4,16.03,31.08,23.55
SC,SALTO VELOSO,5818.0,34.59,23.34,23.65,23.5
SC,MONTE CARLO,11210.0,41.39,30.9,16.04,23.47
PA,MONTE ALEGRE,78728.0,43.45,33.13,13.79,23.46
SC,NOVA VENEZA,20596.0,15.8,42.32,4.5,23.41
PR,RENASCENÇA,8766.0,46.57,27.72,19.1,23.41
RO,MIRANTE DA SERRA,13054.0,34.7,38.09,8.72,23.4
AP,PORTO GRANDE,21184.0,49.9,28.6,18.19,23.4
SC,MAFRA,69614.0,21.64,20.18,26.57,23.37
SC,PEDRAS GRANDES,6778.0,22.63,39.75,6.93,23.34
MG,ANTÔNIO DIAS,13514.0,48.11,43.05,3.61,23.33
MA,AÇAILÂNDIA,120260.0,41.08,17.24,29.33,23.29
SC,ARARANGUÁ,83872.0,26.35,31.83,14.66,23.24
DF,BRASÍLIA,3614968.0,36.43,28.9,17.52,23.21
RR,BOA VISTA,383632.0,17.45,27.07,19.35,23.21
PR,LONDRINA,634132.0,23.35,26.76,19.54,23.15
SP,ITARIRI,11837.0,38.9,30.73,14.68,23.15
SP,ARARAQUARA,234813.0,45.49,13.35,32.69,23.14
SP,PRACINHA,1821.0,44.86,15.01,31.64,23.12
MT,SAPEZAL,26536.0,26.22,37.74,8.51,23.12
MT,TAPURAH,13260.0,19.18,36.65,9.58,23.11
TO,JAÚ DO TOCANTINS,4468.0,48.58,15.85,30.35,23.1
GO,RUBIATABA,24154.0,28.49,12.25,33.96,23.1
SC,IPIRA,6384.0,37.24,30.04,16.1,23.07
SP,PERUÍBE,73264.0,37.33,30.09,15.88,23.06
SP,MOTUCA,5024.0,46.55,6.3,41.54,23.05
MT,DIAMANTINO,24892.0,32.51,35.14,10.94,23.04
AC,BUJARI,15064.0,25.02,36.29,9.73,23.01
SC,CRICIÚMA,242936.0,24.11,33.53,12.47,23.0
SC,ARROIO TRINTA,5342.0,24.25,28.12,17.82,22.97
SC,FAXINAL DOS GUEDES,14850.0,44.17,32.51,13.4,22.96
MG,SARZEDO,41032.0,39.16,10.61,35.3,22.96
MG,ITAGUARA,17654.0,43.27,6.77,39.06,22.92
SC,IRANI,12590.0,37.04,36.84,9.01,22.92
GO,MONTIVIDIU DO NORTE,5438.0,39.43,43.29,2.54,22.91
RS,GRAVATAÍ,303824.0,35.13,14.61,31.2,22.91
SP,VALINHOS,126309.0,31.09,20.39,25.32,22.89
TO,XAMBIOÁ,13402.0,46.66,15.59,30.09,22.84
SC,ITAPEMA,78880.0,20.25,23.16,22.51,22.83
RS,SAPUCAIA DO SUL,163966.0,46.14,18.55,27.08,22.82
PR,IBIPORÃ,62588.0,27.24,31.04,14.53,22.79
RS,CAPIVARI DO SUL,6036.0,36.98,24.98,20.54,22.76
SC,ABDON BATISTA,4268.0,32.22,37.63,7.87,22.75
RS,SÃO LOURENÇO DO SUL,56660.0,39.77,23.05,22.39,22.72
SP,NEVES PAULISTA,9441.0,39.05,9.59,36.25,22.71
TO,TALISMÃ,3960.0,49.12,3.74,41.67,22.7
SC,SANTA CECÍLIA,19062.0,32.92,18.95,26.46,22.7
SC,MONTE CASTELO,11208.0,38.46,29.28,16.1,22.69
SP,PAULO DE FARIA,8118.0,45.33,10.76,35.18,22.68
SP,PIRAPORA DO BOM JESUS,18873.0,46.52,15.8,30.09,22.66
RS,CANDELÁRIA,37574.0,36.49,5.76,39.54,22.65
PR,CORUMBATAÍ DO SUL,5620.0,48.4,39.36,5.87,22.62
MG,TIROS,8784.0,23.68,30.83,14.41,22.62
PA,BENEVIDES,76196.0,49.29,36.86,8.33,22.6
SC,ÁGUA DOCE,8864.0,26.8,29.2,15.97,22.59
SC,SOMBRIO,36198.0,25.3,36.91,8.25,22.58
RO,JI-PARANÁ,139114.0,21.01,33.1,12.05,22.58
GO,GOIÂNIA,1637796.0,31.56,31.06,14.09,22.57
SP,IBITINGA,57940.0,30.83,14.16,31.31,22.55
SP,ITU,165443.0,31.43,27.41,17.68,22.53
SP,POMPÉIA,24397.0,24.97,11.23,33.71,22.53
RO,COSTA MARQUES,13776.0,34.09,12.89,32.16,22.52
SP,RAFARD,10035.0,23.69,14.37,30.21,22.5
GO,CEZARINA,11266.0,37.0,41.26,3.73,22.49
SP,SANTA LÚCIA,9454.0,48.87,15.1,29.9,22.49
GO,QUIRINÓPOLIS,53996.0,41.18,23.97,20.99,22.48
SC,CURITIBANOS,48052.0,35.96,34.51,10.4,22.46
ES,RIO NOVO DO SUL,14688.0,22.13,43.01,1.88,22.45
SP,CAMPINAS,1143889.0,38.92,18.33,26.5,22.45
MT,SÃO JOSÉ DO POVO,4228.0,36.63,39.07,5.72,22.4
RJ,QUISSAMÃ,29868.0,47.12,32.06,12.72,22.39
MT,NOVA MARILÂNDIA,4092.0,31.69,27.71,17.06,22.39
SP,ITANHAÉM,97550.0,40.11,27.72,16.89,22.37
SC,CAPINZAL,28252.0,31.82,31.21,13.51,22.36
SP,JALES,50644.0,27.61,20.13,24.51,22.34
SC,ÁGUAS FRIAS,4362.0,42.84,35.17,9.45,22.31
SP,CORUMBATAÍ,4908.0,27.08,30.81,13.31,22.27
SP,GUAPIAÇU,20250.0,33.99,17.2,27.51,22.23
BA,LUÍS EDUARDO MAGALHÃES,110154.0,36.62,11.6,32.83,22.22
SC,ERMO,3938.0,30.26,39.46,4.98,22.22
SP,VINHEDO,86165.0,28.64,21.25,23.1,22.19
SP,PILAR DO SUL,31978.0,33.45,16.15,28.4,22.15
