SG_UF,NM_MUNICIPIO,num_eleitores,perc_lula,perc_votos_mulheres_fed,perc_votos_mulheres_est,perc_votos_mulheres_total
PR,CONTENDA,21392.0,33.93,9.0,7.45,8.23
RS,NÃO-ME-TOQUE,22344.0,26.5,4.78,11.65,8.22
SP,NOVA CAMPINA,9394.0,38.06,6.83,9.65,8.21
MG,IBIRACI,14160.0,39.56,3.23,13.19,8.21
SP,SÃO SEBASTIÃO DA GRAMA,11927.0,34.71,7.51,8.92,8.2
RS,SEDE NOVA,4208.0,48.36,4.66,11.74,8.2
RS,DOM PEDRO DE ALCÂNTARA,4238.0,28.44,5.8,10.57,8.19
RS,CRISSIUMAL,17462.0,40.04,3.04,13.33,8.18
RS,ENTRE-IJUÍS,12020.0,33.57,4.74,11.61,8.18
RS,IBIAÇÁ,6806.0,31.0,5.0,11.37,8.18
MG,PLANURA,12336.0,44.14,6.89,9.47,8.18
RS,GENTIL,2730.0,29.97,3.74,12.6,8.17
RS,CAMPOS BORGES,5140.0,37.9,5.02,11.32,8.17
MG,RESPLENDOR,18132.0,31.21,6.11,10.23,8.17
MG,ARAPUÁ,4962.0,35.24,4.23,12.09,8.16
MG,PRUDENTE DE MORAIS,13800.0,36.68,5.8,10.49,8.14
RS,DOIS IRMÃOS DAS MISSÕES,3266.0,45.54,3.06,13.23,8.14
MG,CALDAS,17026.0,36.02,5.58,10.69,8.13
MG,CONGONHAS,70224.0,49.17,7.74,8.48,8.11
RS,SÃO MARTINHO,8382.0,35.01,3.44,12.77,8.1
RS,VISTA ALEGRE,4332.0,41.07,2.4,13.8,8.1
SP,JOÃO RAMALHO,4909.0,33.75,6.41,9.85,8.09
SP,SANTO ANTÔNIO DA ALEGRIA,7673.0,42.09,7.4,8.83,8.08
MG,INHAPIM,29876.0,37.73,6.91,9.24,8.08
MG,SÃO LOURENÇO,53622.0,32.08,8.65,7.51,8.08
RS,QUINZE DE NOVEMBRO,6174.0,26.33,3.85,12.28,8.07
RS,SANTO EXPEDITO DO SUL,3786.0,33.93,3.43,12.68,8.06
PR,XAMBRÊ,8462.0,37.77,3.59,12.5,8.05
TO,FÁTIMA,5244.0,44.09,4.88,11.21,8.05
RS,CAPÃO BONITO DO SUL,3422.0,39.15,7.71,8.36,8.04
MG,JESUÂNIA,6626.0,38.49,2.9,13.19,8.04
RS,CERRO LARGO,17026.0,47.38,4.93,11.14,8.03
MS,ITAPORÃ,22604.0,33.84,8.1,7.95,8.03
RS,SALVADOR DAS MISSÕES,4616.0,33.39,1.95,14.08,8.02
PR,UNIFLOR,3572.0,35.83,6.33,9.69,8.01
MG,CLÁUDIO,35784.0,30.92,5.34,10.69,8.01
RS,SÃO JOSÉ DO INHACORÁ,3908.0,31.94,2.25,13.77,8.01
MG,ABAETÉ,28376.0,39.58,5.34,10.66,8.0
RS,SERTÃO,8488.0,28.41,7.16,8.84,8.0
RS,BROCHIER,6760.0,38.36,4.05,11.92,7.99
TO,CARIRI DO TOCANTINS,5668.0,47.07,12.49,3.46,7.97
PR,ARAPOTI,30016.0,32.58,7.96,7.96,7.96
SP,SANTA CRUZ DAS PALMEIRAS,29053.0,33.25,8.54,7.42,7.95
MT,ARAGUAIANA,4678.0,44.01,13.17,2.74,7.95
PR,RIBEIRÃO CLARO,14926.0,36.73,12.03,3.85,7.94
PR,RESERVA,31330.0,36.91,7.34,8.53,7.94
PR,PORTO RICO,4310.0,41.95,11.28,4.59,7.94
PR,SÃO MATEUS DO SUL,55880.0,41.35,7.95,7.93,7.94
RS,CIRÍACO,6364.0,35.03,13.48,2.39,7.94
RS,MULITERNO,3472.0,27.09,2.71,13.13,7.92
RS,CATUÍPE,12896.0,37.47,2.33,13.49,7.91
RS,CENTENÁRIO,4628.0,47.18,9.55,6.27,7.91
PR,PEABIRU,16286.0,37.44,11.32,4.51,7.91
MG,ITABIRA,149362.0,48.76,8.73,7.07,7.9
GO,RIANÁPOLIS,6146.0,34.49,14.06,1.72,7.89
SP,GABRIEL MONTEIRO,3851.0,26.62,5.3,10.44,7.89
RS,RELVADO,3288.0,25.12,4.08,11.68,7.88
MG,FRONTEIRA,15820.0,48.61,4.3,11.45,7.88
SP,SILVEIRAS,7819.0,34.3,6.5,9.26,7.87
GO,SÃO MIGUEL DO ARAGUAIA,27434.0,36.29,10.14,5.61,7.87
RS,BOM JESUS,13166.0,42.79,5.73,10.0,7.86
RS,CAMPINA DAS MISSÕES,8802.0,40.79,3.77,11.93,7.85
MS,NOVA ALVORADA DO SUL,22176.0,42.13,8.52,7.16,7.84
SP,QUEIROZ,4267.0,34.86,2.39,13.92,7.83
GO,ACREÚNA,23642.0,41.55,9.3,6.32,7.81
SP,SABINO,5675.0,24.04,8.45,7.06,7.79
RS,UBIRETAMA,3300.0,38.9,6.0,9.58,7.79
MG,ITATIAIUÇU,16668.0,34.89,7.09,8.45,7.77
RS,JÓIA,10572.0,48.47,6.32,9.21,7.77
GO,HIDROLINA,6020.0,49.89,12.56,2.96,7.76
BA,PAU BRASIL,11688.0,49.59,12.68,2.82,7.75
SP,MANDURI,10387.0,29.28,8.15,7.36,7.75
MG,CARMÓPOLIS DE MINAS,23166.0,42.59,7.22,8.27,7.74
RS,GAURAMA,8870.0,28.87,7.62,7.85,7.73
SP,MOCOCA,66426.0,30.75,9.05,6.37,7.72
PR,JANDAIA DO SUL,27038.0,26.21,8.48,6.95,7.72
PR,MALLET,17642.0,31.62,12.08,3.36,7.72
SP,RIOLÂNDIA,9122.0,44.82,5.87,9.46,7.7
SP,ITATINGA,19549.0,30.32,8.04,7.34,7.69
SP,AMÉRICO DE CAMPOS,7036.0,27.49,9.25,6.04,7.69
PR,ALTO PARANÁ,16600.0,42.29,10.07,5.31,7.69
PR,CONSELHEIRO MAIRINCK,4780.0,43.05,12.26,3.1,7.68
RS,FELIZ,18446.0,28.98,8.06,7.28,7.67
PR,SÃO JOÃO DO IVAÍ,13920.0,44.23,12.77,2.56,7.67
MG,FRUTAL,61682.0,38.97,6.92,8.43,7.67
MS,CARACOL,7030.0,38.11,6.86,8.48,7.67
MG,AIMORÉS,28300.0,42.61,7.42,7.92,7.67
MG,CAMPESTRE,26412.0,33.31,3.33,11.99,7.66
RS,TRÊS PALMEIRAS,6570.0,40.97,9.1,6.21,7.66
PR,PITANGA,41842.0,46.1,12.36,2.95,7.65
RS,EUGÊNIO DE CASTRO,4044.0,40.08,4.06,11.23,7.64
RO,ARIQUEMES,102906.0,17.73,8.81,6.48,7.64
PR,PORTO VITÓRIA,5098.0,28.55,12.08,3.18,7.63
MS,BRASILÂNDIA,12886.0,31.98,5.99,9.27,7.63
MG,PIMENTA,11138.0,44.44,6.81,8.46,7.63
PA,SANTA MARIA DAS BARREIRAS,18726.0,32.72,8.85,6.41,7.63
MG,MONTE SANTO DE MINAS,25460.0,40.35,7.01,8.22,7.62
MG,ITAMONTE,18936.0,36.53,3.84,11.38,7.61
RS,SÃO PEDRO DAS MISSÕES,2644.0,40.6,3.1,12.1,7.6
SP,CAIUÁ,5129.0,46.36,6.24,8.84,7.6
RJ,MACUCO,11736.0,48.19,11.78,3.43,7.6
PR,NOVA LONDRINA,15172.0,43.73,8.45,6.72,7.59
MG,CAETANÓPOLIS,14046.0,35.38,3.18,11.97,7.58
ES,VENDA NOVA DO IMIGRANTE,29278.0,22.11,9.48,5.68,7.58
RS,LINHA NOVA,2414.0,26.25,5.05,10.11,7.58
PR,CAMPO BONITO,5864.0,48.07,12.21,2.93,7.57
AL,FLEXEIRAS,12908.0,49.59,4.71,10.43,7.57
PR,RIO NEGRO,38750.0,24.51,7.06,8.07,7.56
GO,SÃO LUÍS DE MONTES BELOS,37462.0,24.07,11.74,3.39,7.56
GO,HEITORAÍ,6254.0,43.61,11.26,3.87,7.56
MG,SOBRÁLIA,6354.0,49.51,2.93,12.15,7.54
MG,ARAÚJOS,10672.0,35.42,6.88,8.19,7.53
SP,ÁLVARES FLORENCE,4832.0,27.3,7.06,7.96,7.51
MG,MINDURI,5154.0,47.86,10.67,4.35,7.51
PR,SÃO PEDRO DO PARANÁ,4038.0,23.69,2.23,12.78,7.5
MG,ALPINÓPOLIS,24784.0,42.52,9.48,5.5,7.49
TO,NOVA ROSALÂNDIA,4424.0,40.33,7.19,7.78,7.48
ES,IÚNA,32080.0,27.94,12.23,2.73,7.48
SP,ELIAS FAUSTO,20501.0,28.01,7.19,7.76,7.48
RS,IBARAMA,6076.0,40.33,2.17,12.77,7.47
MG,FUNILÂNDIA,7738.0,49.15,5.58,9.36,7.47
SP,MIRANDÓPOLIS,25333.0,24.26,8.1,6.8,7.47
PR,TELÊMACO BORBA,84018.0,35.27,8.64,6.26,7.45
RO,MONTE NEGRO,14610.0,21.37,9.86,5.02,7.44
MG,FORTALEZA DE MINAS,4684.0,28.52,4.74,10.12,7.43
PR,LOBATO,6310.0,36.93,10.81,4.06,7.43
MG,ALPERCATA,9160.0,48.0,1.44,13.43,7.43
MG,ILICÍNEA,15546.0,43.37,3.29,11.57,7.43
MG,CÓRREGO DO BOM JESUS,6506.0,40.6,3.63,11.22,7.42
PR,FLORESTA,11420.0,34.14,5.53,9.3,7.42
RS,BARÃO DE COTEGIPE,9336.0,36.1,7.35,7.5,7.42
RS,IJUÍ,105312.0,36.6,8.45,6.37,7.41
MG,IBIÁ,25302.0,45.07,5.07,9.75,7.41
MG,CAMPOS ALTOS,14698.0,34.97,7.73,7.06,7.4
SP,PARDINHO,7884.0,39.18,8.61,6.09,7.38
MT,GLÓRIA D OESTE,4090.0,37.65,10.76,4.01,7.38
ES,MARILÂNDIA,17396.0,26.98,5.42,9.3,7.36
MG,SANTANA DA VARGEM,10040.0,39.23,2.75,11.93,7.34
MG,CABECEIRA GRANDE,8218.0,46.07,9.32,5.35,7.34
MS,APARECIDA DO TABOADO,27638.0,34.65,9.47,5.22,7.34
PR,CASCAVEL,380058.0,28.82,11.51,3.15,7.33
MG,LEANDRO FERREIRA,5272.0,43.07,5.69,8.95,7.32
MG,CATAS ALTAS,7810.0,48.74,7.99,6.66,7.32
PA,PAU D ARCO,11064.0,42.5,9.11,5.51,7.31
RS,QUARAÍ,27326.0,45.72,4.84,9.76,7.3
MG,MUTUM,32968.0,43.03,8.15,6.46,7.3
PR,PRIMEIRO DE MAIO,14130.0,34.1,9.96,4.63,7.3
SP,CANITAR,5449.0,46.78,4.79,10.12,7.3
MG,SANTA JULIANA,16916.0,43.76,6.6,7.98,7.29
MG,SÃO BRÁS DO SUAÇUÍ,5654.0,49.69,4.81,9.76,7.29
RS,SÃO JOÃO DA URTIGA,7184.0,33.3,6.21,8.38,7.29
RS,VESPASIANO CORRÊA,3780.0,10.12,3.86,10.69,7.28
GO,NOVA CRIXÁS,13262.0,42.53,12.43,2.14,7.28
RS,VICENTE DUTRA,6232.0,38.78,2.82,11.75,7.28
PR,IVAIPORÃ,39508.0,38.15,10.6,3.93,7.26
MG,ASTOLFO DUTRA,17400.0,41.42,4.68,9.8,7.24
RS,ANTÔNIO PRADO,18250.0,16.39,6.84,7.61,7.22
RS,NOVA RAMADA,3462.0,38.46,4.68,9.76,7.22
PR,ITAIPULÂNDIA,15344.0,27.97,8.68,5.74,7.21
RS,ARROIO DO PADRE,4768.0,14.78,4.53,9.9,7.21
RS,RESTINGA SÊCA,20576.0,38.55,6.21,8.2,7.21
MG,INDIANÓPOLIS,7852.0,48.08,10.75,3.64,7.2
PR,SANTO ANTONIO DO CAIUÁ,3714.0,43.1,10.93,3.45,7.19
MS,RIO VERDE DE MATO GROSSO,21508.0,36.77,8.19,6.18,7.19
RS,IBIRAIARAS,9262.0,28.1,6.26,8.08,7.17
BA,NOVA VIÇOSA,46546.0,47.77,12.22,2.11,7.16
GO,BURITI ALEGRE,12346.0,46.49,11.06,3.24,7.15
AM,CANUTAMA,14012.0,43.28,0.91,13.39,7.15
MG,CRUCILÂNDIA,8402.0,43.35,5.83,8.45,7.14
GO,IPIRANGA DE GOIÁS,4970.0,37.09,8.77,5.47,7.12
RS,IBIRAPUITÃ,5830.0,40.66,6.38,7.86,7.12
MG,PIUMHI,38906.0,33.77,5.67,8.56,7.11
MS,BATAGUASSU,28194.0,35.83,10.36,3.86,7.11
MG,PERDÕES,27356.0,41.91,4.95,9.25,7.1
MG,CAMPO FLORIDO,9922.0,47.41,7.4,6.79,7.1
RS,MORRO REDONDO,8656.0,38.0,5.18,9.03,7.1
SP,CRAVINHOS,36585.0,30.75,10.09,4.45,7.1
PR,LIDIANÓPOLIS,5356.0,35.7,11.73,2.46,7.09
RJ,SÃO SEBASTIÃO DO ALTO,12608.0,39.71,8.95,5.23,7.09
MG,CAMPO BELO,60532.0,36.79,8.69,5.48,7.09
RS,SÃO VENDELINO,4020.0,32.48,7.01,7.16,7.09
SP,DIRCE REIS,2314.0,47.89,7.05,7.12,7.09
RS,SÃO JOSÉ DO OURO,9910.0,28.81,5.37,8.8,7.08
MG,CAMPINA VERDE,21936.0,42.03,8.03,6.11,7.07
PR,SÃO JOÃO DO TRIUNFO,19076.0,48.24,4.71,9.4,7.06
MS,FÁTIMA DO SUL,26142.0,40.08,8.65,5.45,7.05
RS,TAQUARI,32616.0,38.36,7.25,6.84,7.05
RJ,APERIBÉ,15974.0,38.1,10.99,3.09,7.04
SP,MIRA ESTRELA,3636.0,44.88,7.25,6.84,7.04
RS,CHIAPETTA,5806.0,37.45,3.0,11.06,7.03
RS,ANTA GORDA,8220.0,14.38,2.99,11.07,7.03
RS,ERECHIM,131790.0,28.76,6.45,7.6,7.03
SP,TAGUAÍ,13260.0,29.5,8.26,5.79,7.02
MG,IPANEMA,22814.0,47.14,3.09,10.94,7.01
MG,COQUEIRAL,11950.0,31.88,3.48,10.54,7.01
RS,SÃO JOSÉ DOS AUSENTES,4844.0,31.25,5.33,8.67,7.0
PA,URUARÁ,44898.0,22.93,6.92,7.03,6.98
RS,MANOEL VIANA,8764.0,40.69,5.07,8.9,6.98
RS,BARRACÃO,7016.0,38.84,3.96,9.98,6.97
RO,CACAULÂNDIA,5978.0,16.37,8.63,5.29,6.96
GO,EDEALINA,6036.0,34.23,11.27,2.62,6.94
MG,TUMIRITINGA,7712.0,48.88,1.71,12.16,6.94
RS,NOVA ALVORADA,4804.0,19.69,2.71,11.16,6.93
PR,APUCARANA,150776.0,25.42,11.23,2.64,6.93
MG,EXTREMA,56606.0,39.07,5.65,8.11,6.88
RS,SANTIAGO,62108.0,40.09,6.46,7.31,6.88
RS,PONTÃO,5648.0,48.96,6.87,6.83,6.85
MG,RODEIRO,10800.0,40.44,3.33,10.33,6.83
PR,MANDIRITUBA,30942.0,36.54,7.67,5.97,6.82
RS,HORIZONTINA,24810.0,24.1,6.49,7.16,6.82
TO,PIUM,9186.0,36.8,7.25,6.38,6.81
PR,IVATUBA,4164.0,30.09,6.68,6.92,6.8
PR,ALTÔNIA,23036.0,29.94,3.32,10.25,6.79
MG,DORES DO INDAIÁ,16178.0,35.5,4.57,9.0,6.79
RS,UNISTALDA,4246.0,45.58,3.67,9.89,6.78
MG,PARAGUAÇU,26342.0,43.32,8.19,5.35,6.77
MG,ITANHOMI,13666.0,48.18,3.88,9.62,6.75
RS,SALVADOR DO SUL,9616.0,25.75,5.53,7.97,6.75
RS,SÃO LUIZ GONZAGA,40674.0,44.15,7.22,6.23,6.73
RJ,SUMIDOURO,22620.0,31.24,8.54,4.92,6.73
SP,GUARAREMA,36257.0,28.56,6.94,6.46,6.71
PR,IBAITI,33216.0,34.84,8.15,5.27,6.71
RS,IPIRANGA DO SUL,3372.0,25.32,2.49,10.91,6.7
MG,MACHADO,47356.0,31.25,6.29,7.12,6.7
PR,LUIZIANA,9114.0,40.72,6.43,6.98,6.7
RS,JABOTICABA,5346.0,46.8,4.41,8.98,6.7
RS,BARRA DO GUARITA,4158.0,48.95,4.18,9.19,6.69
MG,AIURUOCA,7864.0,47.54,5.95,7.43,6.69
RS,BOZANO,4088.0,31.71,3.91,9.44,6.68
PR,TERRA RICA,18424.0,31.65,7.14,6.21,6.68
MG,CABO VERDE,15204.0,48.66,7.77,5.59,6.68
PR,LUNARDELLI,6668.0,40.67,10.89,2.46,6.67
MG,CACHOEIRA DE MINAS,15676.0,32.85,2.86,10.49,6.67
RS,MORMAÇO,4518.0,35.94,5.84,7.44,6.64
PR,UNIÃO DA VITÓRIA,63742.0,33.45,10.65,2.62,6.64
RS,CORONEL BICACO,9680.0,44.7,5.45,7.83,6.64
MG,MARIPÁ DE MINAS,4820.0,34.81,5.89,7.34,6.62
SP,PEDRA BELA,7493.0,38.02,7.42,5.86,6.62
MG,PARAOPEBA,32722.0,41.48,2.97,10.25,6.61
ES,AFONSO CLÁUDIO,37282.0,33.26,8.58,4.63,6.61
PR,SERTANEJA,7912.0,43.07,7.96,5.23,6.6
PR,CAMBARÁ,28152.0,33.6,7.22,5.97,6.6
MG,ALAGOA,3854.0,30.72,2.59,10.59,6.59
SP,CAJURU,25816.0,42.7,6.9,6.18,6.56
PR,ESPIGÃO ALTO DO IGUAÇU,6638.0,37.14,10.7,2.41,6.55
MT,UNIÃO DO SUL,4510.0,30.73,9.0,4.08,6.54
RS,RONDA ALTA,12526.0,49.94,4.18,8.89,6.54
MG,UBÁ,114486.0,46.3,6.03,7.03,6.53
PR,WENCESLAU BRAZ,22682.0,31.51,6.45,6.56,6.51
MG,MUZAMBINHO,27920.0,44.76,3.93,9.08,6.5
RN,RUY BARBOSA,6476.0,39.85,9.11,3.89,6.5
MG,GONÇALVES,6064.0,37.57,5.51,7.42,6.46
RS,COTIPORÃ,5998.0,22.81,4.8,8.1,6.45
MG,SANTA RITA DO SAPUCAÍ,49900.0,28.67,5.4,7.48,6.44
RS,SOLEDADE,36064.0,43.01,7.17,5.72,6.44
RS,CACIQUE DOBLE,6770.0,39.23,6.12,6.77,6.44
MG,IBITURUNA,4026.0,38.08,6.31,6.56,6.43
MG,PRATÁPOLIS,11574.0,47.7,5.29,7.55,6.42
PR,SIQUEIRA CAMPOS,25032.0,39.86,8.94,3.88,6.41
MG,SÃO FÉLIX DE MINAS,4886.0,45.86,1.02,11.75,6.39
TO,FORMOSO DO ARAGUAIA,21774.0,40.08,5.01,7.76,6.38
RS,CAMPINAS DO SUL,7910.0,29.82,3.74,9.0,6.37
RS,IPÊ,9222.0,16.19,9.5,3.23,6.37
PR,MAMBORÊ,17608.0,29.57,7.08,5.61,6.34
MG,CONCEIÇÃO DO PARÁ,8040.0,31.57,3.11,9.53,6.32
MG,ENTRE FOLHAS,8878.0,48.47,7.32,5.29,6.31
RS,JAQUIRANA,5480.0,39.89,7.3,5.29,6.3
PR,QUITANDINHA,22962.0,22.02,4.15,8.46,6.3
SP,PRATÂNIA,6976.0,38.05,8.71,3.97,6.29
MG,SANTA RITA DO ITUETO,7424.0,37.69,2.86,9.7,6.28
MG,DORESÓPOLIS,3114.0,35.25,7.19,5.33,6.26
PR,BANDEIRANTES,38986.0,24.93,9.31,3.21,6.26
PR,SÃO TOMÉ,7538.0,28.62,5.39,7.11,6.25
GO,SANTA ISABEL,5886.0,44.28,9.38,3.09,6.24
MG,TAPIRA,7274.0,22.0,7.64,4.84,6.24
RS,PEJUÇARA,5242.0,35.44,4.01,8.47,6.24
PR,GUARACI,6944.0,49.28,9.71,2.74,6.22
MG,CRISTIANO OTONI,7328.0,43.71,3.66,8.76,6.21
MG,MANHUMIRIM,25816.0,44.48,5.75,6.68,6.21
ES,SÃO ROQUE DO CANAÃ,15586.0,35.45,8.01,4.36,6.19
RS,TRÊS DE MAIO,30826.0,24.18,4.03,8.35,6.19
MS,PARANAÍBA,47004.0,35.42,5.18,7.18,6.18
RS,SÃO PEDRO DA SERRA,5538.0,22.71,4.33,8.02,6.18
RS,MONTE BELO DO SUL,5208.0,9.55,5.45,6.91,6.18
MG,MANTENA,29654.0,36.41,2.01,10.35,6.18
GO,JESÚPOLIS,3846.0,29.36,8.48,3.85,6.16
GO,ALOÂNDIA,3374.0,35.11,8.6,3.73,6.16
MG,CÁSSIA,20914.0,42.1,6.46,5.85,6.15
ES,IRUPI,16802.0,26.38,9.34,2.95,6.15
PR,AMAPORÃ,6500.0,47.72,3.45,8.83,6.14
MG,ARAPORÃ,10142.0,40.75,5.44,6.84,6.14
MG,ONÇA DE PITANGUI,5302.0,22.16,4.49,7.77,6.13
PR,GRANDES RIOS,7694.0,30.11,9.64,2.6,6.12
PR,NOVA OLÍMPIA,7852.0,30.93,3.82,8.41,6.11
RS,CRUZALTENSE,3446.0,27.48,3.13,9.05,6.09
RS,VIADUTOS,7174.0,25.45,5.05,7.14,6.09
GO,RIO QUENTE,6034.0,36.36,10.47,1.66,6.07
MG,MEDEIROS,4812.0,47.67,5.74,6.4,6.07
RS,COQUEIRO BAIXO,2314.0,16.67,3.63,8.47,6.05
MG,SIMONÉSIA,24214.0,39.12,2.49,9.6,6.05
RS,ÁGUA SANTA,5404.0,30.38,9.33,2.78,6.05
RS,MARCELINO RAMOS,6478.0,28.9,4.26,7.81,6.04
RS,BOA VISTA DO BURICÁ,9652.0,30.32,2.71,9.35,6.03
ES,COLATINA,144294.0,31.95,8.19,3.83,6.01
RS,IVORÁ,3038.0,44.56,4.41,7.57,5.99
MG,PARAISÓPOLIS,25708.0,32.62,5.0,6.96,5.98
PR,PIÊN,17518.0,22.84,5.45,6.51,5.98
RS,TUPANCIRETÃ,26006.0,40.56,6.21,5.74,5.97
PR,DOUTOR ULYSSES,7986.0,49.95,7.99,3.93,5.96
MS,GLÓRIA DE DOURADOS,12188.0,43.46,7.37,4.46,5.92
PR,FAXINAL,19402.0,25.36,8.34,3.49,5.92
RS,DOUTOR MAURÍCIO CARDOSO,6744.0,35.17,3.41,8.42,5.92
MG,SÃO GOTARDO,42424.0,32.97,6.27,5.57,5.92
TO,COLMÉIA,10368.0,35.81,8.01,3.82,5.91
RS,MAÇAMBARÁ,6100.0,47.77,5.31,6.46,5.89
MG,NOVA RESENDE,20876.0,35.35,1.51,10.24,5.88
GO,NOVA GLÓRIA,10762.0,40.56,7.66,4.11,5.88
PR,ANTONIO OLINTO,10792.0,47.7,4.71,7.02,5.87
SP,SÃO JOSÉ DO BARREIRO,4736.0,40.48,7.26,4.59,5.87
RS,TAPEJARA,29032.0,17.49,6.59,5.11,5.85
RS,CASEIROS,5106.0,32.42,5.21,6.46,5.84
PR,MARILUZ,12474.0,49.73,2.98,8.69,5.84
RS,CAPÃO DO CIPÓ,4662.0,49.35,6.09,5.58,5.83
PR,DOURADINA,10752.0,29.82,3.83,7.83,5.83
PR,AGUDOS DO SUL,13276.0,33.95,6.88,4.78,5.83
MG,OLIVEIRA,53474.0,47.05,7.28,4.37,5.83
RS,ARVOREZINHA,14496.0,26.97,3.96,7.67,5.82
SP,PONTES GESTAL,3030.0,33.23,7.85,3.76,5.81
MG,CAMPANHA,19216.0,29.39,4.83,6.79,5.81
GO,GOIANÉSIA,87384.0,37.35,10.04,1.55,5.8
MS,PEDRO GOMES,8744.0,43.64,7.09,4.51,5.8
RS,ENTRE RIOS DO SUL,4206.0,41.13,4.9,6.7,5.8
GO,MAIRIPOTABA,4274.0,38.08,9.45,2.15,5.8
PR,JUSSARA,8912.0,40.31,4.98,6.6,5.79
MG,CARMO DO RIO CLARO,24634.0,39.36,3.88,7.69,5.78
RS,ITACURUBI,4286.0,47.33,6.77,4.76,5.76
PA,PIÇARRA,14598.0,44.14,9.85,1.67,5.76
PR,IGUARAÇU,6264.0,30.45,7.22,4.28,5.75
MG,CARNEIRINHO,12200.0,42.1,1.23,10.26,5.75
MT,FIGUEIRÓPOLIS D OESTE,4354.0,28.22,8.04,3.45,5.74
SP,AREIÓPOLIS,12447.0,42.04,4.66,6.86,5.74
GO,NOVA AMÉRICA,4110.0,43.9,4.23,7.25,5.74
RS,SERAFINA CORRÊA,21314.0,24.07,4.49,6.96,5.72
RS,TRINDADE DO SUL,8620.0,44.89,7.35,3.97,5.66
RS,TAVARES,7208.0,38.09,4.22,7.08,5.65
SP,ITAJU,4377.0,37.06,6.02,5.27,5.64
MG,CARMO DE MINAS,15718.0,42.2,4.39,6.87,5.63
PR,GUAÍRA,36800.0,28.84,6.27,4.99,5.63
MS,JATEÍ,6746.0,36.8,7.47,3.77,5.62
GO,JARAGUÁ,51904.0,27.28,9.28,1.97,5.62
PR,CRUZMALTINA,4344.0,40.99,8.47,2.76,5.62
RS,TRÊS ARROIOS,4186.0,22.56,6.02,5.21,5.61
MG,PAPAGAIOS,19226.0,44.24,4.1,7.12,5.61
RS,PINHEIRINHO DO VALE,6284.0,40.45,3.28,7.86,5.57
MG,BOM JESUS DA PENHA,5654.0,32.15,2.48,8.67,5.57
MG,MARAVILHAS,10440.0,37.81,5.75,5.38,5.57
PR,MATELÂNDIA,21392.0,17.44,4.67,6.45,5.56
GO,MORRO AGUDO DE GOIÁS,4742.0,23.98,6.03,5.06,5.55
PR,ATALAIA,5876.0,35.8,3.81,7.28,5.55
PR,SENGÉS,21492.0,34.3,5.7,5.39,5.54
RS,BARRA DO RIO AZUL,3030.0,40.6,6.86,4.22,5.54
PR,SERRANÓPOLIS DO IGUAÇU,7302.0,23.11,7.94,3.12,5.53
RS,ALPESTRE,10082.0,44.3,3.37,7.7,5.53
MG,CASA GRANDE,4432.0,43.5,1.85,9.21,5.53
PR,GOIOERÊ,34290.0,31.11,4.27,6.78,5.52
PR,JUNDIAÍ DO SUL,4118.0,47.97,7.09,3.93,5.51
MT,NOVA LACERDA,6248.0,28.45,9.12,1.86,5.49
MG,RESENDE COSTA,15448.0,48.34,6.2,4.78,5.49
MG,EUGENÓPOLIS,14478.0,48.38,5.82,5.13,5.47
MS,DEODÁPOLIS,16234.0,42.59,6.37,4.56,5.46
MG,CARRANCAS,5512.0,49.89,5.3,5.59,5.44
MG,BAEPENDI,24390.0,33.03,5.45,5.44,5.44
MG,PATROCÍNIO DO MURIAÉ,8270.0,48.36,4.52,6.36,5.44
MG,CORDISLÂNDIA,4296.0,49.83,3.07,7.77,5.42
RS,ILÓPOLIS,5970.0,20.8,4.29,6.53,5.41
MG,DELFIM MOREIRA,10656.0,41.08,5.14,5.65,5.4
PR,CÉU AZUL,14370.0,24.66,4.37,6.4,5.39
MT,CONQUISTA D OESTE,4326.0,23.59,8.0,2.77,5.39
PR,GUARANIAÇU,17654.0,32.3,6.49,4.27,5.38
MG,ITUETA,7502.0,28.65,3.09,7.65,5.37
MG,REDUTO,8972.0,42.94,5.19,5.53,5.36
RS,VILA MARIA,6138.0,31.92,3.94,6.78,5.36
PR,GUAIRAÇÁ,8268.0,45.05,4.28,6.43,5.36
PR,BORRAZÓPOLIS,10576.0,35.36,8.28,2.42,5.35
MG,PEDRALVA,14838.0,35.67,5.03,5.66,5.34
MG,BIQUINHAS,3942.0,40.17,5.28,5.38,5.33
MG,BUGRE,6448.0,48.67,7.29,3.35,5.32
GO,SÃO FRANCISCO DE GOIÁS,7588.0,31.43,8.09,2.5,5.3
RS,TIO HUGO,4388.0,32.07,5.06,5.47,5.26
MG,CARVALHÓPOLIS,5312.0,24.8,3.12,7.38,5.25
PR,IPORÃ,18828.0,28.22,3.23,7.28,5.25
MG,CEDRO DO ABAETÉ,1886.0,47.19,4.14,6.36,5.25
MG,COMENDADOR GOMES,4196.0,31.13,2.76,7.72,5.24
RS,DONA FRANCISCA,5044.0,41.56,5.08,5.39,5.23
RS,FAXINAL DO SOTURNO,9520.0,43.31,3.76,6.7,5.23
MG,CAMANDUCAIA,27678.0,38.32,5.38,5.06,5.22
RS,NOVA CANDELÁRIA,4600.0,33.81,1.78,8.65,5.22
MT,VILA BELA DA SANTÍSSIMA TRINDADE,15418.0,40.47,7.26,3.18,5.22
PR,SÃO JORGE DO IVAÍ,7678.0,29.93,6.41,4.01,5.21
